index	label	name	hemisphere	network	component
133	LH_SomMot_58	7Networks_LH_SomMot_58	L	SomMot	cortex
134	LH_SomMot_59	7Networks_LH_SomMot_59	L	SomMot	cortex
135	LH_SomMot_60	7Networks_LH_SomMot_60	L	SomMot	cortex
136	LH_SomMot_61	7Networks_LH_SomMot_61	L	SomMot	cortex
137	LH_SomMot_62	7Networks_LH_SomMot_62	L	SomMot	cortex
138	LH_SomMot_63	7Networks_LH_SomMot_63	L	SomMot	cortex
139	LH_SomMot_64	7Networks_LH_SomMot_64	L	SomMot	cortex
140	LH_SomMot_65	7Networks_LH_SomMot_65	L	SomMot	cortex
141	LH_SomMot_66	7Networks_LH_SomMot_66	L	SomMot	cortex
142	LH_SomMot_67	7Networks_LH_SomMot_67	L	SomMot	cortex
143	LH_SomMot_68	7Networks_LH_SomMot_68	L	SomMot	cortex
144	LH_SomMot_69	7Networks_LH_SomMot_69	L	SomMot	cortex
145	LH_SomMot_70	7Networks_LH_SomMot_70	L	SomMot	cortex
146	LH_SomMot_71	7Networks_LH_SomMot_71	L	SomMot	cortex
147	LH_SomMot_72	7Networks_LH_SomMot_72	L	SomMot	cortex
148	LH_SomMot_73	7Networks_LH_SomMot_73	L	SomMot	cortex
149	LH_SomMot_74	7Networks_LH_SomMot_74	L	SomMot	cortex
150	LH_SomMot_75	7Networks_LH_SomMot_75	L	SomMot	cortex
151	LH_SomMot_76	7Networks_LH_SomMot_76	L	SomMot	cortex
152	LH_SomMot_77	7Networks_LH_SomMot_77	L	SomMot	cortex
153	LH_SomMot_78	7Networks_LH_SomMot_78	L	SomMot	cortex
154	LH_SomMot_79	7Networks_LH_SomMot_79	L	SomMot	cortex
155	LH_SomMot_80	7Networks_LH_SomMot_80	L	SomMot	cortex
156	LH_SomMot_81	7Networks_LH_SomMot_81	L	SomMot	cortex
157	LH_SomMot_82	7Networks_LH_SomMot_82	L	SomMot	cortex
158	LH_SomMot_83	7Networks_LH_SomMot_83	L	SomMot	cortex
159	LH_SomMot_84	7Networks_LH_SomMot_84	L	SomMot	cortex
160	LH_SomMot_85	7Networks_LH_SomMot_85	L	SomMot	cortex
161	LH_SomMot_86	7Networks_LH_SomMot_86	L	SomMot	cortex
162	LH_SomMot_87	7Networks_LH_SomMot_87	L	SomMot	cortex
163	LH_DorsAttn_Post_1	7Networks_LH_DorsAttn_Post_1	L	DorsAttn	cortex
164	LH_DorsAttn_Post_2	7Networks_LH_DorsAttn_Post_2	L	DorsAttn	cortex
165	LH_DorsAttn_Post_3	7Networks_LH_DorsAttn_Post_3	L	DorsAttn	cortex
166	LH_DorsAttn_Post_4	7Networks_LH_DorsAttn_Post_4	L	DorsAttn	cortex
167	LH_DorsAttn_Post_5	7Networks_LH_DorsAttn_Post_5	L	DorsAttn	cortex
168	LH_DorsAttn_Post_6	7Networks_LH_DorsAttn_Post_6	L	DorsAttn	cortex
169	LH_DorsAttn_Post_7	7Networks_LH_DorsAttn_Post_7	L	DorsAttn	cortex
170	LH_DorsAttn_Post_8	7Networks_LH_DorsAttn_Post_8	L	DorsAttn	cortex
171	LH_DorsAttn_Post_9	7Networks_LH_DorsAttn_Post_9	L	DorsAttn	cortex
172	LH_DorsAttn_Post_10	7Networks_LH_DorsAttn_Post_10	L	DorsAttn	cortex
173	LH_DorsAttn_Post_11	7Networks_LH_DorsAttn_Post_11	L	DorsAttn	cortex
174	LH_DorsAttn_Post_12	7Networks_LH_DorsAttn_Post_12	L	DorsAttn	cortex
175	LH_DorsAttn_Post_13	7Networks_LH_DorsAttn_Post_13	L	DorsAttn	cortex
176	LH_DorsAttn_Post_14	7Networks_LH_DorsAttn_Post_14	L	DorsAttn	cortex
177	LH_DorsAttn_Post_15	7Networks_LH_DorsAttn_Post_15	L	DorsAttn	cortex
178	LH_DorsAttn_Post_16	7Networks_LH_DorsAttn_Post_16	L	DorsAttn	cortex
179	LH_DorsAttn_Post_17	7Networks_LH_DorsAttn_Post_17	L	DorsAttn	cortex
180	LH_DorsAttn_Post_18	7Networks_LH_DorsAttn_Post_18	L	DorsAttn	cortex
181	LH_DorsAttn_Post_19	7Networks_LH_DorsAttn_Post_19	L	DorsAttn	cortex
182	LH_DorsAttn_Post_20	7Networks_LH_DorsAttn_Post_20	L	DorsAttn	cortex
183	LH_DorsAttn_Post_21	7Networks_LH_DorsAttn_Post_21	L	DorsAttn	cortex
184	LH_DorsAttn_Post_22	7Networks_LH_DorsAttn_Post_22	L	DorsAttn	cortex
185	LH_DorsAttn_Post_23	7Networks_LH_DorsAttn_Post_23	L	DorsAttn	cortex
186	LH_DorsAttn_Post_24	7Networks_LH_DorsAttn_Post_24	L	DorsAttn	cortex
187	LH_DorsAttn_Post_25	7Networks_LH_DorsAttn_Post_25	L	DorsAttn	cortex
188	LH_DorsAttn_Post_26	7Networks_LH_DorsAttn_Post_26	L	DorsAttn	cortex
189	LH_DorsAttn_Post_27	7Networks_LH_DorsAttn_Post_27	L	DorsAttn	cortex
190	LH_DorsAttn_Post_28	7Networks_LH_DorsAttn_Post_28	L	DorsAttn	cortex
191	LH_DorsAttn_Post_29	7Networks_LH_DorsAttn_Post_29	L	DorsAttn	cortex
192	LH_DorsAttn_Post_30	7Networks_LH_DorsAttn_Post_30	L	DorsAttn	cortex
193	LH_DorsAttn_Post_31	7Networks_LH_DorsAttn_Post_31	L	DorsAttn	cortex
194	LH_DorsAttn_Post_32	7Networks_LH_DorsAttn_Post_32	L	DorsAttn	cortex
195	LH_DorsAttn_Post_33	7Networks_LH_DorsAttn_Post_33	L	DorsAttn	cortex
196	LH_DorsAttn_Post_34	7Networks_LH_DorsAttn_Post_34	L	DorsAttn	cortex
197	LH_DorsAttn_Post_35	7Networks_LH_DorsAttn_Post_35	L	DorsAttn	cortex
198	LH_DorsAttn_Post_36	7Networks_LH_DorsAttn_Post_36	L	DorsAttn	cortex
199	LH_DorsAttn_Post_37	7Networks_LH_DorsAttn_Post_37	L	DorsAttn	cortex
200	LH_DorsAttn_Post_38	7Networks_LH_DorsAttn_Post_38	L	DorsAttn	cortex
201	LH_DorsAttn_Post_39	7Networks_LH_DorsAttn_Post_39	L	DorsAttn	cortex
202	LH_DorsAttn_Post_40	7Networks_LH_DorsAttn_Post_40	L	DorsAttn	cortex
203	LH_DorsAttn_Post_41	7Networks_LH_DorsAttn_Post_41	L	DorsAttn	cortex
204	LH_DorsAttn_Post_42	7Networks_LH_DorsAttn_Post_42	L	DorsAttn	cortex
205	LH_DorsAttn_FEF_1	7Networks_LH_DorsAttn_FEF_1	L	DorsAttn	cortex
206	LH_DorsAttn_FEF_2	7Networks_LH_DorsAttn_FEF_2	L	DorsAttn	cortex
207	LH_DorsAttn_FEF_3	7Networks_LH_DorsAttn_FEF_3	L	DorsAttn	cortex
208	LH_DorsAttn_FEF_4	7Networks_LH_DorsAttn_FEF_4	L	DorsAttn	cortex
209	LH_DorsAttn_FEF_5	7Networks_LH_DorsAttn_FEF_5	L	DorsAttn	cortex
210	LH_DorsAttn_PrCv_1	7Networks_LH_DorsAttn_PrCv_1	L	DorsAttn	cortex
211	LH_DorsAttn_PrCv_2	7Networks_LH_DorsAttn_PrCv_2	L	DorsAttn	cortex
212	LH_DorsAttn_PrCv_3	7Networks_LH_DorsAttn_PrCv_3	L	DorsAttn	cortex
213	LH_DorsAttn_PrCv_4	7Networks_LH_DorsAttn_PrCv_4	L	DorsAttn	cortex
214	LH_DorsAttn_PrCv_5	7Networks_LH_DorsAttn_PrCv_5	L	DorsAttn	cortex
215	LH_SalVentAttn_ParOper_1	7Networks_LH_SalVentAttn_ParOper_1	L	SalVentAttn	cortex
216	LH_SalVentAttn_ParOper_2	7Networks_LH_SalVentAttn_ParOper_2	L	SalVentAttn	cortex
217	LH_SalVentAttn_ParOper_3	7Networks_LH_SalVentAttn_ParOper_3	L	SalVentAttn	cortex
218	LH_SalVentAttn_ParOper_4	7Networks_LH_SalVentAttn_ParOper_4	L	SalVentAttn	cortex
219	LH_SalVentAttn_ParOper_5	7Networks_LH_SalVentAttn_ParOper_5	L	SalVentAttn	cortex
220	LH_SalVentAttn_ParOper_6	7Networks_LH_SalVentAttn_ParOper_6	L	SalVentAttn	cortex
221	LH_SalVentAttn_ParOper_7	7Networks_LH_SalVentAttn_ParOper_7	L	SalVentAttn	cortex
222	LH_SalVentAttn_ParOper_8	7Networks_LH_SalVentAttn_ParOper_8	L	SalVentAttn	cortex
223	LH_SalVentAttn_ParOper_9	7Networks_LH_SalVentAttn_ParOper_9	L	SalVentAttn	cortex
224	LH_SalVentAttn_ParOper_10	7Networks_LH_SalVentAttn_ParOper_10	L	SalVentAttn	cortex
225	LH_SalVentAttn_ParOper_11	7Networks_LH_SalVentAttn_ParOper_11	L	SalVentAttn	cortex
226	LH_SalVentAttn_TempOcc_1	7Networks_LH_SalVentAttn_TempOcc_1	L	SalVentAttn	cortex
227	LH_SalVentAttn_FrOperIns_1	7Networks_LH_SalVentAttn_FrOperIns_1	L	SalVentAttn	cortex
228	LH_SalVentAttn_FrOperIns_2	7Networks_LH_SalVentAttn_FrOperIns_2	L	SalVentAttn	cortex
229	LH_SalVentAttn_FrOperIns_3	7Networks_LH_SalVentAttn_FrOperIns_3	L	SalVentAttn	cortex
230	LH_SalVentAttn_FrOperIns_4	7Networks_LH_SalVentAttn_FrOperIns_4	L	SalVentAttn	cortex
231	LH_SalVentAttn_FrOperIns_5	7Networks_LH_SalVentAttn_FrOperIns_5	L	SalVentAttn	cortex
232	LH_SalVentAttn_FrOperIns_6	7Networks_LH_SalVentAttn_FrOperIns_6	L	SalVentAttn	cortex
233	LH_SalVentAttn_FrOperIns_7	7Networks_LH_SalVentAttn_FrOperIns_7	L	SalVentAttn	cortex
234	LH_SalVentAttn_FrOperIns_8	7Networks_LH_SalVentAttn_FrOperIns_8	L	SalVentAttn	cortex
235	LH_SalVentAttn_FrOperIns_9	7Networks_LH_SalVentAttn_FrOperIns_9	L	SalVentAttn	cortex
236	LH_SalVentAttn_FrOperIns_10	7Networks_LH_SalVentAttn_FrOperIns_10	L	SalVentAttn	cortex
237	LH_SalVentAttn_FrOperIns_11	7Networks_LH_SalVentAttn_FrOperIns_11	L	SalVentAttn	cortex
238	LH_SalVentAttn_FrOperIns_12	7Networks_LH_SalVentAttn_FrOperIns_12	L	SalVentAttn	cortex
239	LH_SalVentAttn_FrOperIns_13	7Networks_LH_SalVentAttn_FrOperIns_13	L	SalVentAttn	cortex
240	LH_SalVentAttn_FrOperIns_14	7Networks_LH_SalVentAttn_FrOperIns_14	L	SalVentAttn	cortex
241	LH_SalVentAttn_FrOperIns_15	7Networks_LH_SalVentAttn_FrOperIns_15	L	SalVentAttn	cortex
242	LH_SalVentAttn_FrOperIns_16	7Networks_LH_SalVentAttn_FrOperIns_16	L	SalVentAttn	cortex
243	LH_SalVentAttn_FrOperIns_17	7Networks_LH_SalVentAttn_FrOperIns_17	L	SalVentAttn	cortex
244	LH_SalVentAttn_FrOperIns_18	7Networks_LH_SalVentAttn_FrOperIns_18	L	SalVentAttn	cortex
245	LH_SalVentAttn_FrOperIns_19	7Networks_LH_SalVentAttn_FrOperIns_19	L	SalVentAttn	cortex
246	LH_SalVentAttn_FrOperIns_20	7Networks_LH_SalVentAttn_FrOperIns_20	L	SalVentAttn	cortex
247	LH_SalVentAttn_PFCl_1	7Networks_LH_SalVentAttn_PFCl_1	L	SalVentAttn	cortex
248	LH_SalVentAttn_PFCl_2	7Networks_LH_SalVentAttn_PFCl_2	L	SalVentAttn	cortex
249	LH_SalVentAttn_Med_1	7Networks_LH_SalVentAttn_Med_1	L	SalVentAttn	cortex
250	LH_SalVentAttn_Med_2	7Networks_LH_SalVentAttn_Med_2	L	SalVentAttn	cortex
251	LH_SalVentAttn_Med_3	7Networks_LH_SalVentAttn_Med_3	L	SalVentAttn	cortex
252	LH_SalVentAttn_Med_4	7Networks_LH_SalVentAttn_Med_4	L	SalVentAttn	cortex
253	LH_SalVentAttn_Med_5	7Networks_LH_SalVentAttn_Med_5	L	SalVentAttn	cortex
254	LH_SalVentAttn_Med_6	7Networks_LH_SalVentAttn_Med_6	L	SalVentAttn	cortex
255	LH_SalVentAttn_Med_7	7Networks_LH_SalVentAttn_Med_7	L	SalVentAttn	cortex
256	LH_SalVentAttn_Med_8	7Networks_LH_SalVentAttn_Med_8	L	SalVentAttn	cortex
257	LH_SalVentAttn_Med_9	7Networks_LH_SalVentAttn_Med_9	L	SalVentAttn	cortex
258	LH_SalVentAttn_Med_10	7Networks_LH_SalVentAttn_Med_10	L	SalVentAttn	cortex
259	LH_SalVentAttn_Med_11	7Networks_LH_SalVentAttn_Med_11	L	SalVentAttn	cortex
260	LH_SalVentAttn_Med_12	7Networks_LH_SalVentAttn_Med_12	L	SalVentAttn	cortex
261	LH_SalVentAttn_Med_13	7Networks_LH_SalVentAttn_Med_13	L	SalVentAttn	cortex
262	LH_SalVentAttn_Med_14	7Networks_LH_SalVentAttn_Med_14	L	SalVentAttn	cortex
263	LH_SalVentAttn_Med_15	7Networks_LH_SalVentAttn_Med_15	L	SalVentAttn	cortex
264	LH_Limbic_OFC_1	7Networks_LH_Limbic_OFC_1	L	Limbic	cortex
265	LH_Limbic_OFC_2	7Networks_LH_Limbic_OFC_2	L	Limbic	cortex
266	LH_Limbic_OFC_3	7Networks_LH_Limbic_OFC_3	L	Limbic	cortex
267	LH_Limbic_OFC_4	7Networks_LH_Limbic_OFC_4	L	Limbic	cortex
268	LH_Limbic_OFC_5	7Networks_LH_Limbic_OFC_5	L	Limbic	cortex
269	LH_Limbic_OFC_6	7Networks_LH_Limbic_OFC_6	L	Limbic	cortex
270	LH_Limbic_OFC_7	7Networks_LH_Limbic_OFC_7	L	Limbic	cortex
271	LH_Limbic_OFC_8	7Networks_LH_Limbic_OFC_8	L	Limbic	cortex
272	LH_Limbic_OFC_9	7Networks_LH_Limbic_OFC_9	L	Limbic	cortex
273	LH_Limbic_OFC_10	7Networks_LH_Limbic_OFC_10	L	Limbic	cortex
274	LH_Limbic_OFC_11	7Networks_LH_Limbic_OFC_11	L	Limbic	cortex
275	LH_Limbic_TempPole_1	7Networks_LH_Limbic_TempPole_1	L	Limbic	cortex
276	LH_Limbic_TempPole_2	7Networks_LH_Limbic_TempPole_2	L	Limbic	cortex
277	LH_Limbic_TempPole_3	7Networks_LH_Limbic_TempPole_3	L	Limbic	cortex
278	LH_Limbic_TempPole_4	7Networks_LH_Limbic_TempPole_4	L	Limbic	cortex
279	LH_Limbic_TempPole_5	7Networks_LH_Limbic_TempPole_5	L	Limbic	cortex
280	LH_Limbic_TempPole_6	7Networks_LH_Limbic_TempPole_6	L	Limbic	cortex
281	LH_Limbic_TempPole_7	7Networks_LH_Limbic_TempPole_7	L	Limbic	cortex
282	LH_Limbic_TempPole_8	7Networks_LH_Limbic_TempPole_8	L	Limbic	cortex
283	LH_Limbic_TempPole_9	7Networks_LH_Limbic_TempPole_9	L	Limbic	cortex
284	LH_Limbic_TempPole_10	7Networks_LH_Limbic_TempPole_10	L	Limbic	cortex
285	LH_Limbic_TempPole_11	7Networks_LH_Limbic_TempPole_11	L	Limbic	cortex
286	LH_Limbic_TempPole_12	7Networks_LH_Limbic_TempPole_12	L	Limbic	cortex
287	LH_Limbic_TempPole_13	7Networks_LH_Limbic_TempPole_13	L	Limbic	cortex
288	LH_Limbic_TempPole_14	7Networks_LH_Limbic_TempPole_14	L	Limbic	cortex
289	LH_Limbic_TempPole_15	7Networks_LH_Limbic_TempPole_15	L	Limbic	cortex
290	LH_Limbic_TempPole_16	7Networks_LH_Limbic_TempPole_16	L	Limbic	cortex
291	LH_Limbic_TempPole_17	7Networks_LH_Limbic_TempPole_17	L	Limbic	cortex
292	LH_Limbic_TempPole_18	7Networks_LH_Limbic_TempPole_18	L	Limbic	cortex
293	LH_Cont_Par_1	7Networks_LH_Cont_Par_1	L	Cont	cortex
294	LH_Cont_Par_2	7Networks_LH_Cont_Par_2	L	Cont	cortex
295	LH_Cont_Par_3	7Networks_LH_Cont_Par_3	L	Cont	cortex
296	LH_Cont_Par_4	7Networks_LH_Cont_Par_4	L	Cont	cortex
297	LH_Cont_Par_5	7Networks_LH_Cont_Par_5	L	Cont	cortex
298	LH_Cont_Par_6	7Networks_LH_Cont_Par_6	L	Cont	cortex
299	LH_Cont_Par_7	7Networks_LH_Cont_Par_7	L	Cont	cortex
300	LH_Cont_Par_8	7Networks_LH_Cont_Par_8	L	Cont	cortex
301	LH_Cont_Par_9	7Networks_LH_Cont_Par_9	L	Cont	cortex
302	LH_Cont_Par_10	7Networks_LH_Cont_Par_10	L	Cont	cortex
303	LH_Cont_Par_11	7Networks_LH_Cont_Par_11	L	Cont	cortex
304	LH_Cont_Temp_1	7Networks_LH_Cont_Temp_1	L	Cont	cortex
305	LH_Cont_PFCd_1	7Networks_LH_Cont_PFCd_1	L	Cont	cortex
306	LH_Cont_PFCd_2	7Networks_LH_Cont_PFCd_2	L	Cont	cortex
307	LH_Cont_PFCd_3	7Networks_LH_Cont_PFCd_3	L	Cont	cortex
308	LH_Cont_PFCl_1	7Networks_LH_Cont_PFCl_1	L	Cont	cortex
309	LH_Cont_PFCl_2	7Networks_LH_Cont_PFCl_2	L	Cont	cortex
310	LH_Cont_PFCl_3	7Networks_LH_Cont_PFCl_3	L	Cont	cortex
311	LH_Cont_PFCl_4	7Networks_LH_Cont_PFCl_4	L	Cont	cortex
312	LH_Cont_PFCl_5	7Networks_LH_Cont_PFCl_5	L	Cont	cortex
313	LH_Cont_PFCl_6	7Networks_LH_Cont_PFCl_6	L	Cont	cortex
314	LH_Cont_PFCl_7	7Networks_LH_Cont_PFCl_7	L	Cont	cortex
315	LH_Cont_PFCl_8	7Networks_LH_Cont_PFCl_8	L	Cont	cortex
316	LH_Cont_PFCl_9	7Networks_LH_Cont_PFCl_9	L	Cont	cortex
317	LH_Cont_PFCl_10	7Networks_LH_Cont_PFCl_10	L	Cont	cortex
318	LH_Cont_PFCl_11	7Networks_LH_Cont_PFCl_11	L	Cont	cortex
319	LH_Cont_PFCl_12	7Networks_LH_Cont_PFCl_12	L	Cont	cortex
320	LH_Cont_PFCl_13	7Networks_LH_Cont_PFCl_13	L	Cont	cortex
