index	label	name	hemisphere	network	component
114	pPUT-rh	pPUT-rh	R	subcortex	subcortex
115	aCAU-rh	aCAU-rh	R	subcortex	subcortex
116	pCAU-rh	pCAU-rh	R	subcortex	subcortex
117	aHIP-lh	aHIP-lh	L	subcortex	subcortex
118	pHIP-lh	pHIP-lh	L	subcortex	subcortex
119	lAMY-lh	lAMY-lh	L	subcortex	subcortex
120	mAMY-lh	mAMY-lh	L	subcortex	subcortex
121	THA-DP-lh	THA-DP-lh	L	subcortex	subcortex
122	THA-VP-lh	THA-VP-lh	L	subcortex	subcortex
123	THA-VA-lh	THA-VA-lh	L	subcortex	subcortex
124	THA-DA-lh	THA-DA-lh	L	subcortex	subcortex
125	NAc-shell-lh	NAc-shell-lh	L	subcortex	subcortex
126	NAc-core-lh	NAc-core-lh	L	subcortex	subcortex
127	pGP-lh	pGP-lh	L	subcortex	subcortex
128	aGP-lh	aGP-lh	L	subcortex	subcortex
129	aPUT-lh	aPUT-lh	L	subcortex	subcortex
130	pPUT-lh	pPUT-lh	L	subcortex	subcortex
131	aCAU-lh	aCAU-lh	L	subcortex	subcortex
132	pCAU-lh	pCAU-lh	L	subcortex	subcortex
