index	label	name	hemisphere	network	component
111	LH_Cont_Cing_2	7Networks_LH_Cont_Cing_2	L	Cont	cortex
112	LH_Cont_PFCmp_1	7Networks_LH_Cont_PFCmp_1	L	Cont	cortex
113	LH_Default_Temp_1	7Networks_LH_Default_Temp_1	L	Default	cortex
114	LH_Default_Temp_2	7Networks_LH_Default_Temp_2	L	Default	cortex
115	LH_Default_Temp_3	7Networks_LH_Default_Temp_3	L	Default	cortex
116	LH_Default_Temp_4	7Networks_LH_Default_Temp_4	L	Default	cortex
117	LH_Default_Temp_5	7Networks_LH_Default_Temp_5	L	Default	cortex
118	LH_Default_Temp_6	7Networks_LH_Default_Temp_6	L	Default	cortex
119	LH_Default_Temp_7	7Networks_LH_Default_Temp_7	L	Default	cortex
120	LH_Default_Temp_8	7Networks_LH_Default_Temp_8	L	Default	cortex
121	LH_Default_Par_1	7Networks_LH_Default_Par_1	L	Default	cortex
122	LH_Default_Par_2	7Networks_LH_Default_Par_2	L	Default	cortex
123	LH_Default_Par_3	7Networks_LH_Default_Par_3	L	Default	cortex
124	LH_Default_Par_4	7Networks_LH_Default_Par_4	L	Default	cortex
125	LH_Default_PFC_1	7Networks_LH_Default_PFC_1	L	Default	cortex
126	LH_Default_PFC_2	7Networks_LH_Default_PFC_2	L	Default	cortex
127	LH_Default_PFC_3	7Networks_LH_Default_PFC_3	L	Default	cortex
128	LH_Default_PFC_4	7Networks_LH_Default_PFC_4	L	Default	cortex
129	LH_Default_PFC_5	7Networks_LH_Default_PFC_5	L	Default	cortex
130	LH_Default_PFC_6	7Networks_LH_Default_PFC_6	L	Default	cortex
131	LH_Default_PFC_7	7Networks_LH_Default_PFC_7	L	Default	cortex
132	LH_Default_PFC_8	7Networks_LH_Default_PFC_8	L	Default	cortex
133	LH_Default_PFC_9	7Networks_LH_Default_PFC_9	L	Default	cortex
134	LH_Default_PFC_10	7Networks_LH_Default_PFC_10	L	Default	cortex
135	LH_Default_PFC_11	7Networks_LH_Default_PFC_11	L	Default	cortex
136	LH_Default_PFC_12	7Networks_LH_Default_PFC_12	L	Default	cortex
137	LH_Default_PFC_13	7Networks_LH_Default_PFC_13	L	Default	cortex
138	LH_Default_PFC_14	7Networks_LH_Default_PFC_14	L	Default	cortex
139	LH_Default_PFC_15	7Networks_LH_Default_PFC_15	L	Default	cortex
140	LH_Default_PFC_16	7Networks_LH_Default_PFC_16	L	Default	cortex
141	LH_Default_PFC_17	7Networks_LH_Default_PFC_17	L	Default	cortex
142	LH_Default_PFC_18	7Networks_LH_Default_PFC_18	L	Default	cortex
143	LH_Default_pCunPCC_1	7Networks_LH_Default_pCunPCC_1	L	Default	cortex
144	LH_Default_pCunPCC_2	7Networks_LH_Default_pCunPCC_2	L	Default	cortex
145	LH_Default_pCunPCC_3	7Networks_LH_Default_pCunPCC_3	L	Default	cortex
146	LH_Default_pCunPCC_4	7Networks_LH_Default_pCunPCC_4	L	Default	cortex
147	LH_Default_pCunPCC_5	7Networks_LH_Default_pCunPCC_5	L	Default	cortex
148	LH_Default_pCunPCC_6	7Networks_LH_Default_pCunPCC_6	L	Default	cortex
149	LH_Default_pCunPCC_7	7Networks_LH_Default_pCunPCC_7	L	Default	cortex
150	LH_Default_pCunPCC_8	7Networks_LH_Default_pCunPCC_8	L	Default	cortex
151	RH_Vis_1	7Networks_RH_Vis_1	R	Vis	cortex
152	RH_Vis_2	7Networks_RH_Vis_2	R	Vis	cortex
153	RH_Vis_3	7Networks_RH_Vis_3	R	Vis	cortex
154	RH_Vis_4	7Networks_RH_Vis_4	R	Vis	cortex
155	RH_Vis_5	7Networks_RH_Vis_5	R	Vis	cortex
156	RH_Vis_6	7Networks_RH_Vis_6	R	Vis	cortex
157	RH_Vis_7	7Networks_RH_Vis_7	R	Vis	cortex
158	RH_Vis_8	7Networks_RH_Vis_8	R	Vis	cortex
159	RH_Vis_9	7Networks_RH_Vis_9	R	Vis	cortex
160	RH_Vis_10	7Networks_RH_Vis_10	R	Vis	cortex
161	RH_Vis_11	7Networks_RH_Vis_11	R	Vis	cortex
162	RH_Vis_12	7Networks_RH_Vis_12	R	Vis	cortex
163	RH_Vis_13	7Networks_RH_Vis_13	R	Vis	cortex
164	RH_Vis_14	7Networks_RH_Vis_14	R	Vis	cortex
165	RH_Vis_15	7Networks_RH_Vis_15	R	Vis	cortex
166	RH_Vis_16	7Networks_RH_Vis_16	R	Vis	cortex
167	RH_Vis_17	7Networks_RH_Vis_17	R	Vis	cortex
168	RH_Vis_18	7Networks_RH_Vis_18	R	Vis	cortex
169	RH_Vis_19	7Networks_RH_Vis_19	R	Vis	cortex
170	RH_Vis_20	7Networks_RH_Vis_20	R	Vis	cortex
171	RH_Vis_21	7Networks_RH_Vis_21	R	Vis	cortex
172	RH_Vis_22	7Networks_RH_Vis_22	R	Vis	cortex
173	RH_Vis_23	7Networks_RH_Vis_23	R	Vis	cortex
174	RH_SomMot_1	7Networks_RH_SomMot_1	R	SomMot	cortex
175	RH_SomMot_2	7Networks_RH_SomMot_2	R	SomMot	cortex
176	RH_SomMot_3	7Networks_RH_SomMot_3	R	SomMot	cortex
177	RH_SomMot_4	7Networks_RH_SomMot_4	R	SomMot	cortex
178	RH_SomMot_5	7Networks_RH_SomMot_5	R	SomMot	cortex
179	RH_SomMot_6	7Networks_RH_SomMot_6	R	SomMot	cortex
180	RH_SomMot_7	7Networks_RH_SomMot_7	R	SomMot	cortex
181	RH_SomMot_8	7Networks_RH_SomMot_8	R	SomMot	cortex
182	RH_SomMot_9	7Networks_RH_SomMot_9	R	SomMot	cortex
183	RH_SomMot_10	7Networks_RH_SomMot_10	R	SomMot	cortex
184	RH_SomMot_11	7Networks_RH_SomMot_11	R	SomMot	cortex
185	RH_SomMot_12	7Networks_RH_SomMot_12	R	SomMot	cortex
186	RH_SomMot_13	7Networks_RH_SomMot_13	R	SomMot	cortex
187	RH_SomMot_14	7Networks_RH_SomMot_14	R	SomMot	cortex
188	RH_SomMot_15	7Networks_RH_SomMot_15	R	SomMot	cortex
189	RH_SomMot_16	7Networks_RH_SomMot_16	R	SomMot	cortex
190	RH_SomMot_17	7Networks_RH_SomMot_17	R	SomMot	cortex
191	RH_SomMot_18	7Networks_RH_SomMot_18	R	SomMot	cortex
192	RH_SomMot_19	7Networks_RH_SomMot_19	R	SomMot	cortex
193	RH_SomMot_20	7Networks_RH_SomMot_20	R	SomMot	cortex
194	RH_SomMot_21	7Networks_RH_SomMot_21	R	SomMot	cortex
195	RH_SomMot_22	7Networks_RH_SomMot_22	R	SomMot	cortex
196	RH_SomMot_23	7Networks_RH_SomMot_23	R	SomMot	cortex
197	RH_SomMot_24	7Networks_RH_SomMot_24	R	SomMot	cortex
198	RH_SomMot_25	7Networks_RH_SomMot_25	R	SomMot	cortex
199	RH_SomMot_26	7Networks_RH_SomMot_26	R	SomMot	cortex
200	RH_SomMot_27	7Networks_RH_SomMot_27	R	SomMot	cortex
201	RH_SomMot_28	7Networks_RH_SomMot_28	R	SomMot	cortex
202	RH_DorsAttn_Post_1	7Networks_RH_DorsAttn_Post_1	R	DorsAttn	cortex
203	RH_DorsAttn_Post_2	7Networks_RH_DorsAttn_Post_2	R	DorsAttn	cortex
204	RH_DorsAttn_Post_3	7Networks_RH_DorsAttn_Post_3	R	DorsAttn	cortex
205	RH_DorsAttn_Post_4	7Networks_RH_DorsAttn_Post_4	R	DorsAttn	cortex
206	RH_DorsAttn_Post_5	7Networks_RH_DorsAttn_Post_5	R	DorsAttn	cortex
207	RH_DorsAttn_Post_6	7Networks_RH_DorsAttn_Post_6	R	DorsAttn	cortex
208	RH_DorsAttn_Post_7	7Networks_RH_DorsAttn_Post_7	R	DorsAttn	cortex
209	RH_DorsAttn_Post_8	7Networks_RH_DorsAttn_Post_8	R	DorsAttn	cortex
210	RH_DorsAttn_Post_9	7Networks_RH_DorsAttn_Post_9	R	DorsAttn	cortex
211	RH_DorsAttn_Post_10	7Networks_RH_DorsAttn_Post_10	R	DorsAttn	cortex
212	RH_DorsAttn_Post_11	7Networks_RH_DorsAttn_Post_11	R	DorsAttn	cortex
213	RH_DorsAttn_Post_12	7Networks_RH_DorsAttn_Post_12	R	DorsAttn	cortex
214	RH_DorsAttn_Post_13	7Networks_RH_DorsAttn_Post_13	R	DorsAttn	cortex
215	RH_DorsAttn_Post_14	7Networks_RH_DorsAttn_Post_14	R	DorsAttn	cortex
216	RH_DorsAttn_FEF_1	7Networks_RH_DorsAttn_FEF_1	R	DorsAttn	cortex
217	RH_DorsAttn_FEF_2	7Networks_RH_DorsAttn_FEF_2	R	DorsAttn	cortex
218	RH_DorsAttn_FEF_3	7Networks_RH_DorsAttn_FEF_3	R	DorsAttn	cortex
219	RH_DorsAttn_PrCv_1	7Networks_RH_DorsAttn_PrCv_1	R	DorsAttn	cortex
220	RH_SalVentAttn_TempOccPar_1	7Networks_RH_SalVentAttn_TempOccPar_1	R	SalVentAttn	cortex
221	RH_SalVentAttn_TempOccPar_2	7Networks_RH_SalVentAttn_TempOccPar_2	R	SalVentAttn	cortex
222	RH_SalVentAttn_TempOccPar_3	7Networks_RH_SalVentAttn_TempOccPar_3	R	SalVentAttn	cortex
223	RH_SalVentAttn_TempOccPar_4	7Networks_RH_SalVentAttn_TempOccPar_4	R	SalVentAttn	cortex
224	RH_SalVentAttn_TempOccPar_5	7Networks_RH_SalVentAttn_TempOccPar_5	R	SalVentAttn	cortex
225	RH_SalVentAttn_PrC_1	7Networks_RH_SalVentAttn_PrC_1	R	SalVentAttn	cortex
226	RH_SalVentAttn_FrOperIns_1	7Networks_RH_SalVentAttn_FrOperIns_1	R	SalVentAttn	cortex
227	RH_SalVentAttn_FrOperIns_2	7Networks_RH_SalVentAttn_FrOperIns_2	R	SalVentAttn	cortex
228	RH_SalVentAttn_FrOperIns_3	7Networks_RH_SalVentAttn_FrOperIns_3	R	SalVentAttn	cortex
229	RH_SalVentAttn_FrOperIns_4	7Networks_RH_SalVentAttn_FrOperIns_4	R	SalVentAttn	cortex
230	RH_SalVentAttn_FrOperIns_5	7Networks_RH_SalVentAttn_FrOperIns_5	R	SalVentAttn	cortex
231	RH_SalVentAttn_FrOperIns_6	7Networks_RH_SalVentAttn_FrOperIns_6	R	SalVentAttn	cortex
232	RH_SalVentAttn_Med_1	7Networks_RH_SalVentAttn_Med_1	R	SalVentAttn	cortex
233	RH_SalVentAttn_Med_2	7Networks_RH_SalVentAttn_Med_2	R	SalVentAttn	cortex
234	RH_SalVentAttn_Med_3	7Networks_RH_SalVentAttn_Med_3	R	SalVentAttn	cortex
235	RH_SalVentAttn_Med_4	7Networks_RH_SalVentAttn_Med_4	R	SalVentAttn	cortex
236	RH_SalVentAttn_Med_5	7Networks_RH_SalVentAttn_Med_5	R	SalVentAttn	cortex
237	RH_SalVentAttn_Med_6	7Networks_RH_SalVentAttn_Med_6	R	SalVentAttn	cortex
238	RH_Limbic_OFC_1	7Networks_RH_Limbic_OFC_1	R	Limbic	cortex
239	RH_Limbic_OFC_2	7Networks_RH_Limbic_OFC_2	R	Limbic	cortex
240	RH_Limbic_OFC_3	7Networks_RH_Limbic_OFC_3	R	Limbic	cortex
241	RH_Limbic_OFC_4	7Networks_RH_Limbic_OFC_4	R	Limbic	cortex
242	RH_Limbic_TempPole_1	7Networks_RH_Limbic_TempPole_1	R	Limbic	cortex
243	RH_Limbic_TempPole_2	7Networks_RH_Limbic_TempPole_2	R	Limbic	cortex
244	RH_Limbic_TempPole_3	7Networks_RH_Limbic_TempPole_3	R	Limbic	cortex
245	RH_Limbic_TempPole_4	7Networks_RH_Limbic_TempPole_4	R	Limbic	cortex
246	RH_Limbic_TempPole_5	7Networks_RH_Limbic_TempPole_5	R	Limbic	cortex
247	RH_Limbic_TempPole_6	7Networks_RH_Limbic_TempPole_6	R	Limbic	cortex
248	RH_Cont_Par_1	7Networks_RH_Cont_Par_1	R	Cont	cortex
249	RH_Cont_Par_2	7Networks_RH_Cont_Par_2	R	Cont	cortex
250	RH_Cont_Par_3	7Networks_RH_Cont_Par_3	R	Cont	cortex
251	RH_Cont_Temp_1	7Networks_RH_Cont_Temp_1	R	Cont	cortex
252	RH_Cont_PFCv_1	7Networks_RH_Cont_PFCv_1	R	Cont	cortex
253	RH_Cont_PFCl_1	7Networks_RH_Cont_PFCl_1	R	Cont	cortex
254	RH_Cont_PFCl_2	7Networks_RH_Cont_PFCl_2	R	Cont	cortex
255	RH_Cont_PFCl_3	7Networks_RH_Cont_PFCl_3	R	Cont	cortex
256	RH_Cont_PFCl_4	7Networks_RH_Cont_PFCl_4	R	Cont	cortex
257	RH_Cont_PFCl_5	7Networks_RH_Cont_PFCl_5	R	Cont	cortex
258	RH_Cont_PFCl_6	7Networks_RH_Cont_PFCl_6	R	Cont	cortex
259	RH_Cont_PFCl_7	7Networks_RH_Cont_PFCl_7	R	Cont	cortex
260	RH_Cont_PFCl_8	7Networks_RH_Cont_PFCl_8	R	Cont	cortex
261	RH_Cont_PFCl_9	7Networks_RH_Cont_PFCl_9	R	Cont	cortex
262	RH_Cont_PFCl_10	7Networks_RH_Cont_PFCl_10	R	Cont	cortex
263	RH_Cont_PFCl_11	7Networks_RH_Cont_PFCl_11	R	Cont	cortex
264	RH_Cont_PFCl_12	7Networks_RH_Cont_PFCl_12	R	Cont	cortex
265	RH_Cont_pCun_1	7Networks_RH_Cont_pCun_1	R	Cont	cortex
266	RH_Cont_pCun_2	7Networks_RH_Cont_pCun_2	R	Cont	cortex
267	RH_Cont_Cing_1	7Networks_RH_Cont_Cing_1	R	Cont	cortex
268	RH_Cont_Cing_2	7Networks_RH_Cont_Cing_2	R	Cont	cortex
269	RH_Cont_PFCmp_1	7Networks_RH_Cont_PFCmp_1	R	Cont	cortex
270	RH_Cont_PFCmp_2	7Networks_RH_Cont_PFCmp_2	R	Cont	cortex
271	RH_Default_Par_1	7Networks_RH_Default_Par_1	R	Default	cortex
272	RH_Default_Par_2	7Networks_RH_Default_Par_2	R	Default	cortex
273	RH_Default_Par_3	7Networks_RH_Default_Par_3	R	Default	cortex
274	RH_Default_Par_4	7Networks_RH_Default_Par_4	R	Default	cortex
275	RH_Default_Par_5	7Networks_RH_Default_Par_5	R	Default	cortex
276	RH_Default_Temp_1	7Networks_RH_Default_Temp_1	R	Default	cortex
277	RH_Default_Temp_2	7Networks_RH_Default_Temp_2	R	Default	cortex
278	RH_Default_Temp_3	7Networks_RH_Default_Temp_3	R	Default	cortex
279	RH_Default_Temp_4	7Networks_RH_Default_Temp_4	R	Default	cortex
280	RH_Default_Temp_5	7Networks_RH_Default_Temp_5	R	Default	cortex
281	RH_Default_Temp_6	7Networks_RH_Default_Temp_6	R	Default	cortex
282	RH_Default_PFCv_1	7Networks_RH_Default_PFCv_1	R	Default	cortex
283	RH_Default_PFCv_2	7Networks_RH_Default_PFCv_2	R	Default	cortex
284	RH_Default_PFCv_3	7Networks_RH_Default_PFCv_3	R	Default	cortex
285	RH_Default_PFCdPFCm_1	7Networks_RH_Default_PFCdPFCm_1	R	Default	cortex
286	RH_Default_PFCdPFCm_2	7Networks_RH_Default_PFCdPFCm_2	R	Default	cortex
287	RH_Default_PFCdPFCm_3	7Networks_RH_Default_PFCdPFCm_3	R	Default	cortex
288	RH_Default_PFCdPFCm_4	7Networks_RH_Default_PFCdPFCm_4	R	Default	cortex
289	RH_Default_PFCdPFCm_5	7Networks_RH_Default_PFCdPFCm_5	R	Default	cortex
290	RH_Default_PFCdPFCm_6	7Networks_RH_Default_PFCdPFCm_6	R	Default	cortex
291	RH_Default_PFCdPFCm_7	7Networks_RH_Default_PFCdPFCm_7	R	Default	cortex
292	RH_Default_PFCdPFCm_8	7Networks_RH_Default_PFCdPFCm_8	R	Default	cortex
293	RH_Default_PFCdPFCm_9	7Networks_RH_Default_PFCdPFCm_9	R	Default	cortex
294	RH_Default_PFCdPFCm_10	7Networks_RH_Default_PFCdPFCm_10	R	Default	cortex
295	RH_Default_pCunPCC_1	7Networks_RH_Default_pCunPCC_1	R	Default	cortex
296	RH_Default_pCunPCC_2	7Networks_RH_Default_pCunPCC_2	R	Default	cortex
297	RH_Default_pCunPCC_3	7Networks_RH_Default_pCunPCC_3	R	Default	cortex
298	RH_Default_pCunPCC_4	7Networks_RH_Default_pCunPCC_4	R	Default	cortex
299	RH_Default_pCunPCC_5	7Networks_RH_Default_pCunPCC_5	R	Default	cortex
300	RH_Default_pCunPCC_6	7Networks_RH_Default_pCunPCC_6	R	Default	cortex
301	HIP-head-m-rh	HIP-head-m-rh	R	subcortex	subcortex
302	HIP-head-l-rh	HIP-head-l-rh	R	subcortex	subcortex
303	HIP-body-rh	HIP-body-rh	R	subcortex	subcortex
304	HIP-tail-rh	HIP-tail-rh	R	subcortex	subcortex
305	THA-VPm-rh	THA-VPm-rh	R	subcortex	subcortex
306	THA-VPl-rh	THA-VPl-rh	R	subcortex	subcortex
307	THA-VAi-rh	THA-VAi-rh	R	subcortex	subcortex
308	THA-VAs-rh	THA-VAs-rh	R	subcortex	subcortex
309	THA-DAm-rh	THA-DAm-rh	R	subcortex	subcortex
310	THA-DAl-rh	THA-DAl-rh	R	subcortex	subcortex
311	PUT-VA-rh	PUT-VA-rh	R	subcortex	subcortex
312	PUT-DA-rh	PUT-DA-rh	R	subcortex	subcortex
313	PUT-VP-rh	PUT-VP-rh	R	subcortex	subcortex
314	PUT-DP-rh	PUT-DP-rh	R	subcortex	subcortex
315	CAU-VA-rh	CAU-VA-rh	R	subcortex	subcortex
316	CAU-DA-rh	CAU-DA-rh	R	subcortex	subcortex
317	CAU-body-rh	CAU-body-rh	R	subcortex	subcortex
318	CAU-tail-rh	CAU-tail-rh	R	subcortex	subcortex
319	lAMY-rh	lAMY-rh	R	subcortex	subcortex
320	mAMY-rh	mAMY-rh	R	subcortex	subcortex
321	THA-DP-rh	THA-DP-rh	R	subcortex	subcortex
322	NAc-shell-rh	NAc-shell-rh	R	subcortex	subcortex
323	NAc-core-rh	NAc-core-rh	R	subcortex	subcortex
324	pGP-rh	pGP-rh	R	subcortex	subcortex
325	aGP-rh	aGP-rh	R	subcortex	subcortex
326	HIP-head-m-lh	HIP-head-m-lh	L	subcortex	subcortex
